id_contrat,id_periode,annee,mois_num,num_releve,date_releve,date_emission,index_a,conso_reelle,conso_moyenne,type_releve,nature_releve,num_facture,montant,puissance,nom_categorie,ecart_jours
100002,202504,2025,4,R100002-8,2025-04-12,2025-04-14,478556.1,1021.8,1462.1,REEL,PERIODIQUE,F100002-8,32062.0,3,DOMESTIQUE,61
100002,202506,2025,6,R100002-9,2025-06-09,2025-06-13,389556.7,1562.6,1390.2,REEL,PERIODIQUE,F100002-9,45162.0,3,DOMESTIQUE,58
100002,202509,2025,9,R100002-10,2025-09-07,2025-09-11,440992.4,1573.8,2157.2,REEL,PERIODIQUE,F100002-10,50435.0,3,DOMESTIQUE,90
100002,202511,2025,11,R100002-11,2025-11-04,2025-11-04,168950.8,1459.6,1390.2,REEL,PERIODIQUE,F100002-11,41238.0,3,DOMESTIQUE,58
100003,202403,2024,3,R100003-0,2024-03-05,2024-03-08,354441.4,2213.9,2331.6,REEL,PERIODIQUE,F100003-0,74921.0,12,GENERAL,60
100003,202406,2024,6,R100003-1,2024-06-03,2024-06-05,78554.4,3630.5,3497.4,REEL,PERIODIQUE,F100003-1,118711.0,12,GENERAL,90
100003,202408,2024,8,R100003-2,2024-08-04,2024-08-06,264281.7,2219.9,2409.3,ESTIME,PERIODIQUE,F100003-2,72079.0,12,GENERAL,62
100003,202409,2024,9,R100003-3,2024-09-03,2024-09-03,407895.6,1503.7,1165.8,REEL,PERIODIQUE,F100003-3,47356.0,12,GENERAL,30
100003,202411,2024,11,R100003-4,2024-11-02,2024-11-05,308872.3,2040.9,2331.6,REEL,PERIODIQUE,F100003-4,61405.0,12,GENERAL,60
100003,202412,2024,12,R100003-5,2024-12-30,2025-01-03,320164.8,2686.1,2253.9,REEL,PERIODIQUE,F100003-5,77005.0,12,GENERAL,58
100003,202501,2025,1,R100003-6,2025-01-27,2025-01-29,390810.0,1131.8,1088.1,REEL,PERIODIQUE,F100003-6,36861.0,12,GENERAL,28
100003,202504,2025,4,R100003-7,2025-04-27,2025-04-27,8040.8,2671.7,3497.4,REEL,PERIODIQUE,F100003-7,85140.0,12,GENERAL,90
100003,202505,2025,5,R100003-8,2025-05-28,2025-05-29,34045.0,1325.6,1204.6,REEL,RESILIATION,F100003-8,44565.0,12,GENERAL,31
100003,202507,2025,7,R100003-9,2025-07-28,2025-07-31,139239.4,3265.4,2370.4,REEL,PERIODIQUE,F100003-9,108004.0,12,GENERAL,61
100003,202509,2025,9,R100003-10,2025-09-27,2025-09-30,476100.9,2608.6,2370.4,REEL,PERIODIQUE,F100003-10,81206.0,12,GENERAL,61
100003,202511,2025,11,R100003-11,2025-11-27,2025-11-30,176356.5,3159.5,2370.4,REEL,PERIODIQUE,F100003-11,105766.0,12,GENERAL,61
100003,202512,2025,12,R100003-12,2025-12-25,2025-12-29,29826.0,697.5,1088.1,REEL,REBRANCHE,F100003-12,21556.0,12,GENERAL,28
100003,202602,2026,2,R100003-13,2026-02-23,2026-02-27,390493.5,2889.7,2331.6,REEL,PERIODIQUE,F100003-13,84495.0,12,GENERAL,60
100003,202605,2026,5,R100003-14,2026-05-24,2026-05-24,317770.9,2752.7,3497.4,REEL,PERIODIQUE,F100003-14,84891.0,12,GENERAL,90
100004,202403,2024,3,R100004-0,2024-03-28,2024-03-29,382767.7,868.6,717.1,REEL,REBRANCHE,F100004-0,27659.0,3,DOMESTIQUE SOCIAL 2,60
100004,202405,2024,5,R100004-1,2024-05-28,2024-06-01,109787.6,633.6,729.1,REEL,PERIODIQUE,F100004-1,18183.0,3,DOMESTIQUE SOCIAL 2,61
100004,202407,2024,7,R100004-2,2024-07-25,2024-07-25,485394.7,786.8,693.2,REEL,PERIODIQUE,F100004-2,24263.0,3,DOMESTIQUE SOCIAL 2,58
100004,202408,2024,8,R100004-3,2024-08-24,2024-08-25,312491.2,305.8,358.6,REEL,PERIODIQUE,F100004-3,9470.0,3,DOMESTIQUE SOCIAL 2,30
100004,202410,2024,10,R100004-4,2024-10-25,2024-10-29,241931.0,445.0,741.0,REEL,PERIODIQUE,F100004-4,14260.0,3,DOMESTIQUE SOCIAL 2,62
100004,202412,2024,12,R100004-5,2024-12-24,2024-12-24,279251.3,1376.1,717.1,REEL,RESILIATION,F100004-5,41773.0,3,DOMESTIQUE SOCIAL 2,60
100004,202502,2025,2,R100004-6,2025-02-22,2025-02-23,404007.9,536.7,717.1,REEL,PERIODIQUE,F100004-6,17005.0,3,DOMESTIQUE SOCIAL 2,60
100004,202505,2025,5,R100004-7,2025-05-23,2025-05-24,438235.3,1403.0,1075.7,REEL,PERIODIQUE,F100004-7,46977.0,3,DOMESTIQUE SOCIAL 2,90
100004,202507,2025,7,R100004-8,2025-07-23,2025-07-23,332482.1,707.2,729.1,REEL,PERIODIQUE,F100004-8,22145.0,3,DOMESTIQUE SOCIAL 2,61
100004,202509,2025,9,R100004-9,2025-09-21,2025-09-23,128507.4,774.8,717.1,REEL,PERIODIQUE,F100004-9,22380.0,3,DOMESTIQUE SOCIAL 2,60
100004,202510,2025,10,R100004-10,2025-10-19,2025-10-20,143871.2,411.3,334.7,REEL,PERIODIQUE,F100004-10,12422.0,3,DOMESTIQUE SOCIAL 2,28
100004,202601,2026,1,R100004-11,2026-01-17,2026-01-18,39445.2,1982.9,1075.7,REEL,PERIODIQUE,F100004-11,59230.0,3,DOMESTIQUE SOCIAL 2,90
100004,202603,2026,3,R100004-12,2026-03-16,2026-03-18,320478.5,516.8,693.2,REEL,PERIODIQUE,F100004-12,15583.0,3,DOMESTIQUE SOCIAL 2,58
100004,202605,2026,5,R100004-13,2026-05-13,2026-05-15,21915.2,825.3,693.2,REEL,PERIODIQUE,F100004-13,23454.0,3,DOMESTIQUE SOCIAL 2,58
100004,202606,2026,6,R100004-14,2026-06-10,2026-06-14,282387.2,395.8,334.7,ESTIME,PERIODIQUE,F100004-14,13019.0,3,DOMESTIQUE SOCIAL 2,28
100005,202405,2024,5,R100005-0,2024-05-23,2024-05-26,488239.8,3680.5,3686.9,REEL,PERIODIQUE,F100005-0,109562.0,6,ECLAIRAGE PUBLIC,90
100005,202407,2024,7,R100005-1,2024-07-23,2024-07-27,130037.9,2787.4,2498.9,ESTIME,PERIODIQUE,F100005-1,86197.0,6,ECLAIRAGE PUBLIC,61
100005,202409,2024,9,R100005-2,2024-09-19,2024-09-19,261490.5,2154.7,2376.0,REEL,PERIODIQUE,F100005-2,61696.0,6,ECLAIRAGE PUBLIC,58
100005,202410,2024,10,R100005-3,2024-10-20,2024-10-21,372081.0,1118.9,1269.9,REEL,PERIODIQUE,F100005-3,31495.0,6,ECLAIRAGE PUBLIC,31
100005,202412,2024,12,R100005-4,2024-12-19,2024-12-19,494223.8,1424.5,2458.0,REEL,PERIODIQUE,F100005-4,45681.0,6,ECLAIRAGE PUBLIC,60
100005,202501,2025,1,R100005-5,2025-01-16,2025-01-16,399884.9,1301.2,1147.0,ESTIME,PERIODIQUE,F100005-5,44049.0,6,ECLAIRAGE PUBLIC,28
100005,202503,2025,3,R100005-6,2025-03-17,2025-03-19,57870.1,2459.9,2458.0,REEL,RESILIATION,F100005-6,75278.0,6,ECLAIRAGE PUBLIC,60
100005,202505,2025,5,R100005-7,2025-05-17,2025-05-19,342602.8,2408.1,2498.9,REEL,PERIODIQUE,F100005-7,79777.0,6,ECLAIRAGE PUBLIC,61
100005,202507,2025,7,R100005-8,2025-07-14,2025-07-16,132694.5,2378.0,2376.0,REEL,PERIODIQUE,F100005-8,80707.0,6,ECLAIRAGE PUBLIC,58
100005,202509,2025,9,R100005-9,2025-09-13,2025-09-14,41447.4,2247.4,2498.9,REEL,PERIODIQUE,F100005-9,70425.0,6,ECLAIRAGE PUBLIC,61
100005,202511,2025,11,R100005-10,2025-11-10,2025-11-10,32815.2,1968.7,2376.0,REEL,PERIODIQUE,F100005-10,57970.0,6,ECLAIRAGE PUBLIC,58
100006,202403,2024,3,R100006-0,2024-03-16,2024-03-18,122805.6,1776.9,1587.6,REEL,PERIODIQUE,F100006-0,54858.0,9,GENERAL,60
100006,202405,2024,5,R100006-1,2024-05-13,2024-05-17,206405.3,1043.2,1534.7,REEL,PERIODIQUE,F100006-1,33493.0,9,GENERAL,58
100006,202407,2024,7,R100006-2,2024-07-12,2024-07-16,28963.3,1542.7,1587.6,REEL,PERIODIQUE,F100006-2,45361.0,9,GENERAL,60
100006,202409,2024,9,R100006-3,2024-09-11,2024-09-14,38510.0,1457.6,1614.1,REEL,PERIODIQUE,F100006-3,42109.0,9,GENERAL,61
100006,202411,2024,11,R100006-4,2024-11-08,2024-11-08,5642.6,1161.1,1534.7,REEL,PERIODIQUE,F100006-4,35277.0,9,GENERAL,58
100006,202501,2025,1,R100006-5,2025-01-05,2025-01-07,76331.4,1380.1,1534.7,REEL,PERIODIQUE,F100006-5,40724.0,9,GENERAL,58
100006,202503,2025,3,R100006-6,2025-03-04,2025-03-05,439020.0,1537.4,1534.7,REEL,PERIODIQUE,F100006-6,49110.0,9,GENERAL,58
100006,202505,2025,5,R100006-7,2025-05-03,2025-05-07,458475.0,2141.4,1587.6,REEL,PERIODIQUE,F100006-7,67018.0,9,GENERAL,60
100006,202507,2025,7,R100006-8,2025-07-02,2025-07-03,224634.7,1456.7,1587.6,REEL,PERIODIQUE,F100006-8,48269.0,9,GENERAL,60
100006,202508,2025,8,R100006-9,2025-08-02,2025-08-04,347534.9,955.9,820.3,REEL,PERIODIQUE,F100006-9,31815.0,9,GENERAL,31
100006,202508,2025,8,R100006-10,2025-08-30,2025-08-31,205514.7,707.8,740.9,REEL,REGULARISATION,F100006-10,23099.0,9,GENERAL,28
100007,202404,2024,4,R100007-0,2024-04-04,2024-04-08,325214.1,861.5,795.5,ESTIME,REGULARISATION,F100007-0,28597.0,3,GENERAL,61
100007,202406,2024,6,R100007-1,2024-06-01,2024-06-04,2552.9,1212.0,756.4,REEL,PERIODIQUE,F100007-1,38971.0,3,GENERAL,58
100007,202407,2024,7,R100007-2,2024-07-29,2024-07-30,208768.3,616.9,756.4,REEL,PERIODIQUE,F100007-2,17387.0,3,GENERAL,58
100007,202409,2024,9,R100007-3,2024-09-27,2024-09-30,406249.0,703.3,782.5,REEL,PERIODIQUE,F100007-3,23334.0,3,GENERAL,60
100007,202411,2024,11,R100007-4,2024-11-26,2024-11-27,267373.2,1217.4,782.5,REEL,PERIODIQUE,F100007-4,34360.0,3,GENERAL,60
100007,202412,2024,12,R100007-5,2024-12-27,2024-12-30,330614.5,436.6,404.3,REEL,PERIODIQUE,F100007-5,13414.0,3,GENERAL,31
100007,202502,2025,2,R100007-6,2025-02-25,2025-02-27,147177.8,758.9,782.5,REEL,PERIODIQUE,F100007-6,24875.0,3,GENERAL,60
100007,202504,2025,4,R100007-7,2025-04-27,2025-04-30,383493.7,810.7,795.5,REEL,PERIODIQUE,F100007-7,24780.0,3,GENERAL,61
100007,202506,2025,6,R100007-8,2025-06-27,2025-06-28,238801.0,962.8,795.5,REEL,PERIODIQUE,F100007-8,32680.0,3,GENERAL,61
100007,202508,2025,8,R100007-9,2025-08-28,2025-08-28,29361.8,851.7,808.5,ESTIME,PERIODIQUE,F100007-9,24397.0,3,GENERAL,62
100007,202510,2025,10,R100007-10,2025-10-27,2025-10-31,293195.1,720.1,782.5,REEL,PERIODIQUE,F100007-10,23085.0,3,GENERAL,60
100007,202511,2025,11,R100007-11,2025-11-24,2025-11-25,192722.8,254.4,365.1,ESTIME,PERIODIQUE,F100007-11,7779.0,3,GENERAL,28
100008,202403,2024,3,R100008-0,2024-03-24,2024-03-26,437433.7,495.4,344.6,REEL,PERIODIQUE,F100008-0,15023.0,6,DOMESTIQUE SOCIAL 2,60
100008,202406,2024,6,R100008-1,2024-06-22,2024-06-25,341770.8,420.4,516.9,REEL,PERIODIQUE,F100008-1,13699.0,6,DOMESTIQUE SOCIAL 2,90
100008,202408,2024,8,R100008-2,2024-08-19,2024-08-22,14904.0,322.3,333.1,REEL,PERIODIQUE,F100008-2,10926.0,6,DOMESTIQUE SOCIAL 2,58
100008,202410,2024,10,R100008-3,2024-10-20,2024-10-24,367416.6,460.2,356.1,REEL,PERIODIQUE,F100008-3,13213.0,6,DOMESTIQUE SOCIAL 2,62
100008,202412,2024,12,R100008-4,2024-12-17,2024-12-18,379356.3,441.1,333.1,REEL,PERIODIQUE,F100008-4,12445.0,6,DOMESTIQUE SOCIAL 2,58
100008,202502,2025,2,R100008-5,2025-02-16,2025-02-16,130725.4,317.3,350.3,REEL,PERIODIQUE,F100008-5,10345.0,6,DOMESTIQUE SOCIAL 2,61
100008,202504,2025,4,R100008-6,2025-04-19,2025-04-19,110916.8,362.8,356.1,REEL,PERIODIQUE,F100008-6,11885.0,6,DOMESTIQUE SOCIAL 2,62
100008,202507,2025,7,R100008-7,2025-07-18,2025-07-19,6036.4,444.9,516.9,REEL,PERIODIQUE,F100008-7,13743.0,6,DOMESTIQUE SOCIAL 2,90
100008,202508,2025,8,R100008-8,2025-08-18,2025-08-21,393076.8,153.3,178.0,REEL,RESILIATION,F100008-8,4551.0,6,DOMESTIQUE SOCIAL 2,31
100008,202510,2025,10,R100008-9,2025-10-15,2025-10-17,307923.6,329.1,333.1,REEL,PERIODIQUE,F100008-9,9312.0,6,DOMESTIQUE SOCIAL 2,58
100008,202512,2025,12,R100008-10,2025-12-16,2025-12-17,22159.3,271.3,356.1,ESTIME,PERIODIQUE,F100008-10,9123.0,6,DOMESTIQUE SOCIAL 2,62
100009,202403,2024,3,R100009-0,2024-03-01,2024-03-05,156858.4,328.0,265.5,ESTIME,PERIODIQUE,F100009-0,9628.0,1,DOMESTIQUE SOCIAL 1,58
100009,202405,2024,5,R100009-1,2024-05-01,2024-05-05,38802.1,225.3,279.2,REEL,PERIODIQUE,F100009-1,6602.0,1,DOMESTIQUE SOCIAL 1,61
100009,202407,2024,7,R100009-2,2024-07-02,2024-07-06,389814.3,295.0,283.8,REEL,PERIODIQUE,F100009-2,9804.0,1,DOMESTIQUE SOCIAL 1,62
100009,202409,2024,9,R100009-3,2024-09-30,2024-10-04,450779.6,608.6,411.9,REEL,PERIODIQUE,F100009-3,19330.0,1,DOMESTIQUE SOCIAL 1,90
100009,202411,2024,11,R100009-4,2024-11-30,2024-11-30,36413.3,336.1,279.2,REEL,PERIODIQUE,F100009-4,10981.0,1,DOMESTIQUE SOCIAL 1,61
100009,202501,2025,1,R100009-5,2025-01-29,2025-01-31,334387.4,611.5,274.6,REEL,PERIODIQUE,F100009-5,20698.0,1,DOMESTIQUE SOCIAL 1,60
100009,202503,2025,3,R100009-6,2025-03-30,2025-04-03,282611.2,285.1,274.6,REEL,PERIODIQUE,F100009-6,9432.0,1,DOMESTIQUE SOCIAL 1,60
100009,202504,2025,4,R100009-7,2025-04-27,2025-04-29,229062.3,259.3,128.2,REEL,PERIODIQUE,F100009-7,8496.0,1,DOMESTIQUE SOCIAL 1,28
100009,202506,2025,6,R100009-8,2025-06-27,2025-06-28,208500.6,173.1,279.2,REEL,PERIODIQUE,F100009-8,5429.0,1,DOMESTIQUE SOCIAL 1,61
100009,202508,2025,8,R100009-9,2025-08-24,2025-08-27,363380.3,274.3,265.5,REEL,PERIODIQUE,F100009-9,7779.0,1,DOMESTIQUE SOCIAL 1,58
100009,202511,2025,11,R100009-10,2025-11-22,2025-11-24,333668.0,577.7,411.9,REEL,PERIODIQUE,F100009-10,17176.0,1,DOMESTIQUE SOCIAL 1,90
100009,202601,2026,1,R100009-11,2026-01-21,2026-01-22,317392.2,224.4,274.6,REEL,PERIODIQUE,F100009-11,6753.0,1,DOMESTIQUE SOCIAL 1,60
100009,202603,2026,3,R100009-12,2026-03-20,2026-03-20,403195.1,224.3,265.5,ESTIME,RESILIATION,F100009-12,6687.0,1,DOMESTIQUE SOCIAL 1,58
100009,202604,2026,4,R100009-13,2026-04-20,2026-04-21,403315.6,122.2,141.9,REEL,PERIODIQUE,F100009-13,3977.0,1,DOMESTIQUE SOCIAL 1,31
100009,202606,2026,6,R100009-14,2026-06-19,2026-06-20,68166.6,243.9,274.6,REEL,PERIODIQUE,F100009-14,7241.0,1,DOMESTIQUE SOCIAL 1,60
100009,202608,2026,8,R100009-15,2026-08-18,2026-08-21,277032.2,194.4,274.6,REEL,PERIODIQUE,F100009-15,6509.0,1,DOMESTIQUE SOCIAL 1,60
100010,202403,2024,3,R100010-0,2024-03-07,2024-03-08,136745.7,95.7,99.7,ESTIME,PERIODIQUE,F100010-0,3207.0,1,DOMESTIQUE SOCIAL 1,31
100010,202405,2024,5,R100010-1,2024-05-06,2024-05-08,221479.2,181.5,192.9,REEL,PERIODIQUE,F100010-1,5938.0,1,DOMESTIQUE SOCIAL 1,60
100010,202407,2024,7,R100010-2,2024-07-07,2024-07-08,57957.7,110.3,199.4,REEL,RESILIATION,F100010-2,3314.0,1,DOMESTIQUE SOCIAL 1,62
100010,202409,2024,9,R100010-3,2024-09-03,2024-09-05,364184.9,146.5,186.5,ESTIME,PERIODIQUE,F100010-3,4808.0,1,DOMESTIQUE SOCIAL 1,58
100010,202412,2024,12,R100010-4,2024-12-02,2024-12-05,62282.5,203.7,289.4,REEL,PERIODIQUE,F100010-4,6288.0,1,DOMESTIQUE SOCIAL 1,90
100010,202501,2025,1,R100010-5,2025-01-31,2025-02-02,100812.6,207.2,192.9,REEL,REBRANCHE,F100010-5,5969.0,1,DOMESTIQUE SOCIAL 1,60
100010,202504,2025,4,R100010-6,2025-04-02,2025-04-06,131910.2,206.2,196.2,REEL,PERIODIQUE,F100010-6,6589.0,1,DOMESTIQUE SOCIAL 1,61
100010,202505,2025,5,R100010-7,2025-05-30,2025-06-02,210626.4,228.1,186.5,REEL,REBRANCHE,F100010-7,7169.0,1,DOMESTIQUE SOCIAL 1,58
100010,202507,2025,7,R100010-8,2025-07-29,2025-08-02,53146.3,220.8,192.9,REEL,PERIODIQUE,F100010-8,7060.0,1,DOMESTIQUE SOCIAL 1,60
100010,202508,2025,8,R100010-9,2025-08-29,2025-08-29,456943.4,80.5,99.7,REEL,PERIODIQUE,F100010-9,2473.0,1,DOMESTIQUE SOCIAL 1,31
100010,202510,2025,10,R100010-10,2025-10-29,2025-10-30,312468.8,258.8,196.2,REEL,PERIODIQUE,F100010-10,7789.0,1,DOMESTIQUE SOCIAL 1,61
100010,202512,2025,12,R100010-11,2025-12-29,2026-01-01,286605.2,203.0,196.2,REEL,PERIODIQUE,F100010-11,6071.0,1,DOMESTIQUE SOCIAL 1,61
100010,202602,2026,2,R100010-12,2026-02-27,2026-03-02,151732.4,191.5,192.9,ESTIME,PERIODIQUE,F100010-12,6248.0,1,DOMESTIQUE SOCIAL 1,60
100010,202604,2026,4,R100010-13,2026-04-29,2026-04-30,147932.4,166.1,196.2,REEL,RESILIATION,F100010-13,4756.0,1,DOMESTIQUE SOCIAL 1,61
100011,202403,2024,3,R100011-0,2024-03-14,2024-03-14,478185.7,839.0,822.1,REEL,PERIODIQUE,F100011-0,25802.0,3,DOMESTIQUE,62
100011,202405,2024,5,R100011-1,2024-05-11,2024-05-12,285773.1,705.1,769.1,ESTIME,PERIODIQUE,F100011-1,20197.0,3,DOMESTIQUE,58
100011,202408,2024,8,R100011-2,2024-08-09,2024-08-11,440458.3,1053.2,1193.4,REEL,PERIODIQUE,F100011-2,34496.0,3,DOMESTIQUE,90
100011,202411,2024,11,R100011-3,2024-11-07,2024-11-10,197179.8,1177.9,1193.4,REEL,PERIODIQUE,F100011-3,39397.0,3,DOMESTIQUE,90
100011,202501,2025,1,R100011-4,2025-01-06,2025-01-10,7382.8,916.0,795.6,REEL,PERIODIQUE,F100011-4,30476.0,3,DOMESTIQUE,60
100011,202503,2025,3,R100011-5,2025-03-07,2025-03-09,489927.8,896.7,795.6,REEL,PERIODIQUE,F100011-5,26410.0,3,DOMESTIQUE,60
100011,202505,2025,5,R100011-6,2025-05-06,2025-05-08,258276.8,957.3,795.6,REEL,PERIODIQUE,F100011-6,32176.0,3,DOMESTIQUE,60
100011,202507,2025,7,R100011-7,2025-07-03,2025-07-04,237535.9,474.4,769.1,REEL,PERIODIQUE,F100011-7,16022.0,3,DOMESTIQUE,58
100011,202509,2025,9,R100011-8,2025-09-01,2025-09-05,83621.9,1176.2,795.6,REEL,PERIODIQUE,F100011-8,34324.0,3,DOMESTIQUE,60
100011,202510,2025,10,R100011-9,2025-10-01,2025-10-04,69494.9,486.0,397.8,REEL,PERIODIQUE,F100011-9,15125.0,3,DOMESTIQUE,30
100011,202511,2025,11,R100011-10,2025-11-30,2025-12-01,187420.2,946.5,795.6,REEL,PERIODIQUE,F100011-10,30550.0,3,DOMESTIQUE,60
100011,202601,2026,1,R100011-11,2026-01-27,2026-01-30,83115.3,968.6,769.1,REEL,PERIODIQUE,F100011-11,32661.0,3,DOMESTIQUE,58
100011,202604,2026,4,R100011-12,2026-04-27,2026-04-30,404211.2,824.8,1193.4,REEL,PERIODIQUE,F100011-12,25766.0,3,DOMESTIQUE,90
100012,202404,2024,4,R100012-0,2024-04-08,2024-04-09,18284.4,1600.9,1289.1,REEL,PERIODIQUE,F100012-0,49692.0,6,GENERAL,61
100012,202407,2024,7,R100012-1,2024-07-07,2024-07-11,258664.1,1156.8,1901.9,REEL,PERIODIQUE,F100012-1,35564.0,6,GENERAL,90
100012,202409,2024,9,R100012-2,2024-09-03,2024-09-04,123599.7,1431.3,1225.7,REEL,PERIODIQUE,F100012-2,47047.0,6,GENERAL,58
100012,202411,2024,11,R100012-3,2024-11-03,2024-11-03,183525.9,1418.2,1289.1,REEL,PERIODIQUE,F100012-3,44485.0,6,GENERAL,61
